"","x"
"1577","GO_REGULATION_OF_KIDNEY_DEVELOPMENT"
"1578","GO_MACROMOLECULAR_COMPLEX_DISASSEMBLY"
"1579","GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS"
"1580","GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY"
"1581","GO_COMPLEMENT_ACTIVATION"
"1582","GO_REGULATION_OF_CATECHOLAMINE_SECRETION"
"1583","GO_BONE_DEVELOPMENT"
"1584","GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY"
"1585","GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS"
"1586","GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT"
"1587","GO_REGULATION_OF_AMINE_TRANSPORT"
"1588","GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT"
"1589","GO_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION"
"1590","GO_NEGATIVE_REGULATION_OF_NUCLEOSIDE_METABOLIC_PROCESS"
"1591","GO_POSITIVE_REGULATION_OF_MAST_CELL_DEGRANULATION"
"1592","GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY"
"1593","GO_NCRNA_PROCESSING"
"1594","GO_NEGATIVE_REGULATION_OF_TRANSPORT"
"1595","GO_THYMOCYTE_AGGREGATION"
"1596","GO_LEYDIG_CELL_DIFFERENTIATION"
"1597","GO_AMINE_METABOLIC_PROCESS"
"1598","GO_DNA_MODIFICATION"
"1599","GO_PROTEIN_LOCALIZATION_TO_MEMBRANE"
"1600","GO_RNA_SURVEILLANCE"
"1601","GO_MITOTIC_SPINDLE_ASSEMBLY"
"1602","GO_GLYCOGEN_BIOSYNTHETIC_PROCESS"
"1603","GO_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION"
"1604","GO_RESPONSE_TO_ALKALOID"
"1605","GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION"
"1606","GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD"
"1607","GO_AUTOPHAGY"
"1608","GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"
"1609","GO_REGULATION_OF_ACTIN_FILAMENT_LENGTH"
"1610","GO_REGULATION_OF_TRANSPORTER_ACTIVITY"
"1611","GO_EATING_BEHAVIOR"
"1612","GO_REGULATION_OF_PHAGOCYTOSIS_ENGULFMENT"
"1613","GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS"
"1614","GO_CELL_JUNCTION_ORGANIZATION"
"1615","GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS"
"1616","GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT"
"1617","GO_SPHINGOID_METABOLIC_PROCESS"
"1618","GO_PROTEIN_DESTABILIZATION"
"1619","GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD"
"1620","GO_L_AMINO_ACID_IMPORT"
"1621","GO_EAR_DEVELOPMENT"
"1622","GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION"
"1623","GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS"
"1624","GO_LAGGING_STRAND_ELONGATION"
"1625","GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION"
"1626","GO_MEMBRANE_BUDDING"
"1627","GO_REGULATION_OF_SYNAPTIC_PLASTICITY"
"1628","GO_LONG_TERM_SYNAPTIC_DEPRESSION"
"1629","GO_GLYCOSYLCERAMIDE_METABOLIC_PROCESS"
"1630","GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID"
"1631","GO_NCRNA_TRANSCRIPTION"
"1632","GO_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION"
"1633","GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION"
"1634","GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY"
"1635","GO_LIPOXYGENASE_PATHWAY"
"1636","GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS"
"1637","GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS"
"1638","GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION"
"1639","GO_ARTERY_MORPHOGENESIS"
"1640","GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS"
"1641","GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION"
"1642","GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY"
"1643","GO_SPROUTING_ANGIOGENESIS"
"1644","GO_LYMPHOCYTE_ACTIVATION"
"1645","GO_METALLO_SULFUR_CLUSTER_ASSEMBLY"
"1646","GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY"
"1647","GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY"
"1648","GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION"
"1649","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS"
"1650","GO_PROTEIN_TRIMERIZATION"
"1651","GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION"
"1652","GO_PROTEOGLYCAN_METABOLIC_PROCESS"
"1653","GO_NITROGEN_COMPOUND_TRANSPORT"
"1654","GO_DOPAMINE_METABOLIC_PROCESS"
"1655","GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM"
"1656","GO_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS"
"1657","GO_LEUKOCYTE_PROLIFERATION"
"1658","GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION"
"1659","GO_L_ASCORBIC_ACID_METABOLIC_PROCESS"
"1660","GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT"
"1661","GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING"
"1662","GO_ADHERENS_JUNCTION_ASSEMBLY"
"1663","GO_SECRETORY_GRANULE_ORGANIZATION"
"1664","GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT"
"1665","GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION"
"1666","GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS"
"1667","GO_VESICLE_FUSION_TO_PLASMA_MEMBRANE"
"1668","GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT"
"1669","GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA"
"1670","GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION"
"1671","GO_ARACHIDONIC_ACID_SECRETION"
"1672","GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION"
"1673","GO_IN_UTERO_EMBRYONIC_DEVELOPMENT"
"1674","GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION"
"1675","GO_ER_NUCLEUS_SIGNALING_PATHWAY"
"1676","GO_ETHANOL_METABOLIC_PROCESS"
"1677","GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS"
"1678","GO_PROTEIN_HETEROTRIMERIZATION"
"1679","GO_VESICLE_CYTOSKELETAL_TRAFFICKING"
"1680","GO_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS"
"1681","GO_EPITHELIAL_CILIUM_MOVEMENT"
"1682","GO_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE"
"1683","GO_MESENCHYMAL_CELL_DIFFERENTIATION"
"1684","GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS"
"1685","GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS"
"1686","GO_ATRIAL_SEPTUM_MORPHOGENESIS"
"1687","GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"
"1688","GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS"
"1689","GO_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS"
"1690","GO_RNA_MODIFICATION"
"1691","GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS"
"1692","GO_ORGANELLE_FISSION"
"1693","GO_EMBRYONIC_FORELIMB_MORPHOGENESIS"
"1694","GO_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS"
"1695","GO_NOSE_DEVELOPMENT"
"1696","GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT"
"1697","GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER"
"1698","GO_MUSCLE_STRUCTURE_DEVELOPMENT"
"1699","GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS"
"1700","GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS"
"1701","GO_REGULATION_OF_CHROMATIN_SILENCING"
"1702","GO_MACROMOLECULAR_COMPLEX_REMODELING"
"1703","GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY"
"1704","GO_MAINTENANCE_OF_LOCATION_IN_CELL"
"1705","GO_CEREBELLAR_CORTEX_DEVELOPMENT"
"1706","GO_CENTRAL_NERVOUS_SYSTEM_MYELINATION"
"1707","GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION"
"1708","GO_REGULATION_OF_MESODERM_DEVELOPMENT"
"1709","GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE"
"1710","GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE"
"1711","GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE"
"1712","GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS"
"1713","GO_DNA_CATABOLIC_PROCESS"
"1714","GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY"
"1715","GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS"
"1716","GO_RESPONSE_TO_PROSTAGLANDIN"
"1717","GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER"
"1718","GO_DNA_REPAIR"
"1719","GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE"
"1720","GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"
"1721","GO_PROTEIN_HETEROTETRAMERIZATION"
"1722","GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION"
"1723","GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION"
"1724","GO_SULFUR_COMPOUND_CATABOLIC_PROCESS"
"1725","GO_CHLORIDE_TRANSPORT"
"1726","GO_MICROTUBULE_DEPOLYMERIZATION"
"1727","GO_PROTEIN_POLYMERIZATION"
"1728","GO_PURINE_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS"
"1729","GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS"
"1730","GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE"
"1731","GO_COBALAMIN_METABOLIC_PROCESS"
"1732","GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE"
"1733","GO_MUSCLE_CONTRACTION"
"1734","GO_TELOMERE_LOCALIZATION"
"1735","GO_TRANSITION_METAL_ION_HOMEOSTASIS"
"1736","GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION"
"1737","GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"
"1738","GO_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS"
"1739","GO_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY"
"1740","GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS"
"1741","GO_RIBONUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS"
"1742","GO_REGULATION_OF_RECEPTOR_INTERNALIZATION"
"1743","GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT"
"1744","GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION"
"1745","GO_RESPONSE_TO_BACTERIUM"
"1746","GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION"
"1747","GO_VASOCONSTRICTION"
"1748","GO_REGULATION_OF_MITOCHONDRIAL_TRANSLATION"
"1749","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION"
"1750","GO_CALCIUM_ION_IMPORT"
"1751","GO_CELL_MATURATION"
"1752","GO_BEHAVIORAL_RESPONSE_TO_PAIN"
"1753","GO_REGULATION_OF_SECRETION"
"1754","GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE"
"1755","GO_MODULATION_OF_TRANSCRIPTION_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION"
"1756","GO_APOPTOTIC_SIGNALING_PATHWAY"
"1757","GO_NEURAL_NUCLEUS_DEVELOPMENT"
"1758","GO_LYMPHOCYTE_MEDIATED_IMMUNITY"
"1759","GO_REGULATION_OF_HEART_MORPHOGENESIS"
"1760","GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS"
"1761","GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY"
"1762","GO_HIPPOCAMPUS_DEVELOPMENT"
"1763","GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE"
"1764","GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS"
"1765","GO_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS"
"1766","GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING"
"1767","GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT"
"1768","GO_REGULATION_OF_CHROMOSOME_SEGREGATION"
"1769","GO_POSITIVE_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY"
"1770","GO_PONS_DEVELOPMENT"
"1771","GO_PROTEIN_K11_LINKED_UBIQUITINATION"
"1772","GO_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE"
"1773","GO_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS"
"1774","GO_RESPONSE_TO_INACTIVITY"
"1775","GO_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_MAPK_CASCADE"
"1776","GO_SPHINGOLIPID_METABOLIC_PROCESS"
"1777","GO_RESPONSE_TO_PAIN"
"1778","GO_PROTEIN_ACETYLATION"
"1779","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"1780","GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"
"1781","GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT"
"1782","GO_CELLULAR_HORMONE_METABOLIC_PROCESS"
"1783","GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"
"1784","GO_BONE_REMODELING"
"1785","GO_REGULATION_OF_MAST_CELL_DEGRANULATION"
"1786","GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS"
"1787","GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"
"1788","GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX"
"1789","GO_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY"
"1790","GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION"
"1791","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION"
"1792","GO_REGULATION_OF_PROTEIN_SECRETION"
"1793","GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION"
"1794","GO_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION"
"1795","GO_RESPONSE_TO_INSULIN"
"1796","GO_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY"
"1797","GO_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS"
"1798","GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING"
"1799","GO_REGULATION_OF_CATABOLIC_PROCESS"
"1800","GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS"
"1801","GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION"
"1802","GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS"
"1803","GO_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING"
"1804","GO_B_CELL_ACTIVATION"
"1805","GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS"
"1806","GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY"
"1807","GO_REGULATION_OF_NEURON_DIFFERENTIATION"
"1808","GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION"
"1809","GO_REGULATION_OF_FIBRINOLYSIS"
"1810","GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY"
"1811","GO_PROTEIN_POLYUBIQUITINATION"
"1812","GO_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION"
"1813","GO_REGULATION_OF_MRNA_3_END_PROCESSING"
"1814","GO_REGULATION_OF_PEPTIDE_TRANSPORT"
"1815","GO_POSITIVE_REGULATION_OF_ION_TRANSPORT"
"1816","GO_ATP_BIOSYNTHETIC_PROCESS"
"1817","GO_CANONICAL_WNT_SIGNALING_PATHWAY"
"1818","GO_ACUTE_INFLAMMATORY_RESPONSE"
"1819","GO_NUCLEOBASE_METABOLIC_PROCESS"
"1820","GO_HUMORAL_IMMUNE_RESPONSE"
"1821","GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION"
"1822","GO_PHAGOSOME_MATURATION"
"1823","GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA"
"1824","GO_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT"
"1825","GO_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS"
"1826","GO_CHROMATIN_MODIFICATION"
"1827","GO_MYELOID_LEUKOCYTE_ACTIVATION"
"1828","GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS"
"1829","GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION"
"1830","GO_POSITIVE_REGULATION_OF_CELL_DIVISION"
"1831","GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE"
"1832","GO_PIGMENT_BIOSYNTHETIC_PROCESS"
"1833","GO_ERBB_SIGNALING_PATHWAY"
"1834","GO_EMBRYONIC_ORGAN_MORPHOGENESIS"
"1835","GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT"
"1836","GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT"
"1837","GO_REGULATION_OF_SPINDLE_ORGANIZATION"
"1838","GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS"
"1839","GO_PHOSPHOLIPID_SCRAMBLING"
"1840","GO_GLIOGENESIS"
"1841","GO_PEPTIDYL_THREONINE_MODIFICATION"
"1842","GO_MITOCHONDRIAL_FISSION"
"1843","GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_"
"1844","GO_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS"
"1845","GO_PROSTAGLANDIN_METABOLIC_PROCESS"
"1846","GO_POLYOL_TRANSPORT"
"1847","GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING"
"1848","GO_ANTIGEN_PROCESSING_AND_PRESENTATION"
"1849","GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS"
"1850","GO_TELENCEPHALON_GLIAL_CELL_MIGRATION"
"1851","GO_MAINTENANCE_OF_LOCATION"
"1852","GO_NEPHRON_EPITHELIUM_DEVELOPMENT"
"1853","GO_NEGATIVE_REGULATION_OF_RECEPTOR_ACTIVITY"
"1854","GO_KERATINOCYTE_DIFFERENTIATION"
"1855","GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS"
"1856","GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT"
"1857","GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION"
"1858","GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION"
"1859","GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION"
"1860","GO_CELL_REDOX_HOMEOSTASIS"
"1861","GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION"
"1862","GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION"
"1863","GO_POSITIVE_REGULATION_OF_PROTEIN_SECRETION"
"1864","GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION"
"1865","GO_REGULATION_OF_STEROID_HORMONE_SECRETION"
"1866","GO_RESPONSE_TO_KETONE"
"1867","GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING"
"1868","GO_LYMPHANGIOGENESIS"
"1869","GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL"
"1870","GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"
"1871","GO_SENSORY_PERCEPTION_OF_TASTE"
"1872","GO_FEAR_RESPONSE"
"1873","GO_REGULATION_OF_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"1874","GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION"
"1875","GO_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT"
"1876","GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION"
"1877","GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION"
"1878","GO_CILIUM_MORPHOGENESIS"
"1879","GO_ENERGY_COUPLED_PROTON_TRANSPORT_DOWN_ELECTROCHEMICAL_GRADIENT"
"1880","GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"
"1881","GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS"
"1882","GO_PROTEIN_LOCALIZATION_TO_VACUOLE"
"1883","GO_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS"
"1884","GO_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"
"1885","GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE"
"1886","GO_REGULATION_OF_ORGAN_GROWTH"
"1887","GO_REGULATION_OF_SYNAPSE_ASSEMBLY"
"1888","GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION"
"1889","GO_POSITIVE_REGULATION_OF_CELL_GROWTH"
"1890","GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY"
"1891","GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT"
"1892","GO_PROTEIN_O_LINKED_MANNOSYLATION"
"1893","GO_GUANOSINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS"
"1894","GO_BONE_MINERALIZATION"
"1895","GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"
"1896","GO_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE"
"1897","GO_OVULATION_CYCLE_PROCESS"
"1898","GO_POSITIVE_REGULATION_OF_CELL_ADHESION"
"1899","GO_PROTEIN_LOCALIZATION_TO_CHROMATIN"
"1900","GO_PROTEIN_O_LINKED_FUCOSYLATION"
"1901","GO_CEREBRAL_CORTEX_DEVELOPMENT"
"1902","GO_ENDOCRINE_PANCREAS_DEVELOPMENT"
"1903","GO_REGULATION_OF_INTERLEUKIN_8_PRODUCTION"
"1904","GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS"
"1905","GO_ORGANIC_ACID_METABOLIC_PROCESS"
"1906","GO_REGULATION_OF_EXCRETION"
"1907","GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS"
"1908","GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING"
"1909","GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS"
"1910","GO_REGULATION_OF_ENDOCRINE_PROCESS"
"1911","GO_RESPONSE_TO_INSECTICIDE"
"1912","GO_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING"
"1913","GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT"
"1914","GO_EXIT_FROM_MITOSIS"
"1915","GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM"
"1916","GO_RESPONSE_TO_GROWTH_HORMONE"
"1917","GO_PROTEIN_DEMANNOSYLATION"
"1918","GO_G1_DNA_DAMAGE_CHECKPOINT"
"1919","GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"
"1920","GO_RESPONSE_TO_OXYGEN_LEVELS"
"1921","GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS"
"1922","GO_PHOTOTRANSDUCTION_VISIBLE_LIGHT"
"1923","GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION"
"1924","GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION"
"1925","GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"1926","GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS"
"1927","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY"
"1928","GO_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT"
"1929","GO_VIRAL_ENTRY_INTO_HOST_CELL"
"1930","GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"
"1931","GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS"
"1932","GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"1933","GO_OXIDATIVE_PHOSPHORYLATION"
"1934","GO_APOPTOTIC_NUCLEAR_CHANGES"
"1935","GO_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION"
"1936","GO_CELLULAR_AMIDE_METABOLIC_PROCESS"
"1937","GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND"
"1938","GO_PARENTAL_BEHAVIOR"
"1939","GO_REGULATION_OF_DNA_BINDING"
"1940","GO_IMMUNOGLOBULIN_PRODUCTION"
"1941","GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION"
"1942","GO_TISSUE_MIGRATION"
"1943","GO_ONE_CARBON_COMPOUND_TRANSPORT"
"1944","GO_LEFT_RIGHT_AXIS_SPECIFICATION"
"1945","GO_RESPONSE_TO_ISCHEMIA"
