"","x"
"1199","REACTOME-SIGNALING-BY-NOTCH"
"1200","REACTOME-LAGGING-STRAND-SYNTHESIS"
"1201","REACTOME-INTRINSIC-PATHWAY"
"1202","REACTOME-INHIBITION-OF-REPLICATION-INITIATION-OF-DAMAGED-DNA-BY-RB1-E2F1"
"1203","REACTOME-ETHANOL-OXIDATION"
"1204","REACTOME-SYNTHESIS-OF-VERY-LONG-CHAIN-FATTY-ACYL-COAS"
"1205","REACTOME-DNA-REPLICATION"
"1206","REACTOME-CLEAVAGE-OF-GROWING-TRANSCRIPT-IN-THE-TERMINATION-REGION-"
"1207","REACTOME-PKB-MEDIATED-EVENTS"
"1208","REACTOME-E2F-MEDIATED-REGULATION-OF-DNA-REPLICATION"
"1209","REACTOME-METABOLISM-OF-CARBOHYDRATES"
"1210","REACTOME-HORMONE-SENSITIVE-LIPASE-HSL-MEDIATED-TRIACYLGLYCEROL-HYDROLYSIS"
"1211","REACTOME-SIGNALING-BY-INSULIN-RECEPTOR"
"1212","REACTOME-SIGNAL-ATTENUATION"
"1213","REACTOME-PURINE-METABOLISM"
"1214","REACTOME-SOS-MEDIATED-SIGNALLING"
"1215","REACTOME-RNA-POL-III-TRANSCRIPTION-INITIATION-FROM-TYPE-3-PROMOTER"
"1216","REACTOME-APOPTOSIS"
"1217","REACTOME-LIPID-DIGESTION-MOBILIZATION-AND-TRANSPORT"
"1218","REACTOME-HEMOSTASIS"
"1219","REACTOME-INFLUENZA-LIFE-CYCLE"
"1220","REACTOME-INFLUENZA-VIRAL-RNA-TRANSCRIPTION-AND-REPLICATION"
"1221","REACTOME-NEP-NS2-INTERACTS-WITH-THE-CELLULAR-EXPORT-MACHINERY"
"1222","REACTOME-HIV-INFECTION"
"1223","REACTOME-TRANSPORT-OF-RIBONUCLEOPROTEINS-INTO-THE-HOST-NUCLEUS"
"1224","REACTOME-HIV-LIFE-CYCLE"
"1225","REACTOME-ABORTIVE-ELONGATION-OF-HIV1-TRANSCRIPT-IN-THE-ABSENCE-OF-TAT"
"1226","REACTOME-EARLY-PHASE-OF-HIV-LIFE-CYCLE"
"1227","REACTOME-HOST-INTERACTIONS-OF-HIV-FACTORS"
"1228","REACTOME-RNA-POL-III-TRANSCRIPTION-TERMINATION"
"1229","REACTOME-RESPIRATORY-ELECTRON-TRANSPORT-ATP-SYNTHESIS-BY-CHEMIOSMOTIC-COUPLING-AND-HEAT-PRODUCTION-BY-UNCOUPLING-PROTEINS-"
"1230","REACTOME-FORMATION-OF-THE-HIV1-EARLY-ELONGATION-COMPLEX"
"1231","REACTOME-RAF-MAP-KINASE-CASCADE"
"1232","REACTOME-VIRAL-MESSENGER-RNA-SYNTHESIS"
"1233","REACTOME-LATE-PHASE-OF-HIV-LIFE-CYCLE"
"1234","REACTOME-SHC-MEDIATED-SIGNALLING"
"1235","REACTOME-INTERACTIONS-OF-VPR-WITH-HOST-CELLULAR-PROTEINS"
"1236","REACTOME-FORMATION-OF-ATP-BY-CHEMIOSMOTIC-COUPLING"
"1237","REACTOME-APC-C-CDH1-MEDIATED-DEGRADATION-OF-CDC20-AND-OTHER-APC-C-CDH1-TARGETED-PROTEINS-IN-LATE-MITOSIS-EARLY-G1"
"1238","REACTOME-ACTIVATION-OF-ATR-IN-RESPONSE-TO-REPLICATION-STRESS"
"1239","REACTOME-UNWINDING-OF-DNA"
"1240","REACTOME-APC-C-CDC20-MEDIATED-DEGRADATION-OF-MITOTIC-PROTEINS"
"1241","REACTOME-GLUCURONIDATION"
"1242","REACTOME-AUTODEGRADATION-OF-CDH1-BY-CDH1-APC-C"
"1243","REACTOME-MYD88-MAL-CASCADE-INITIATED-ON-PLASMA-MEMBRANE"
"1244","REACTOME-INNATE-IMMUNE-SYSTEM"
"1245","REACTOME-REGULATION-OF-GLUCOKINASE-BY-GLUCOKINASE-REGULATORY-PROTEIN"
"1246","REACTOME-MITOTIC-PROMETAPHASE"
"1247","REACTOME-APC-C-CDC20-MEDIATED-DEGRADATION-OF-CYCLIN-B"
"1248","REACTOME-SCF-BETA-TRCP-MEDIATED-DEGRADATION-OF-EMI1"
"1249","REACTOME-LIPOPROTEIN-METABOLISM"
"1250","REACTOME-G1-S-SPECIFIC-TRANSCRIPTION"
"1251","REACTOME-THE-ROLE-OF-NEF-IN-HIV1-REPLICATION-AND-DISEASE-PATHOGENESIS"
"1252","REACTOME-CHYLOMICRON-MEDIATED-LIPID-TRANSPORT"
"1253","REACTOME-SIGNALING-BY-TGF-BETA-RECEPTOR-COMPLEX"
"1254","REACTOME-CONVERSION-FROM-APC-C-CDC20-TO-APC-C-CDH1-IN-LATE-ANAPHASE"
"1255","REACTOME-ACTIVATED-TLR4-SIGNALLING"
"1256","REACTOME-IMMUNE-SYSTEM"
"1257","REACTOME-BINDING-AND-ENTRY-OF-HIV-VIRION"
"1258","REACTOME-PHOSPHORYLATION-OF-THE-APC-C"
"1259","REACTOME-CYTOSOLIC-SULFONATION-OF-SMALL-MOLECULES"
"1260","REACTOME-INTEGRATION-OF-PROVIRUS"
"1261","REACTOME-GLUTATHIONE-CONJUGATION"
"1262","REACTOME-COMPLEMENT-CASCADE"
"1263","REACTOME-PHASE-II-CONJUGATION"
"1264","REACTOME-MTORC1-MEDIATED-SIGNALLING"
"1265","REACTOME-TOLL-RECEPTOR-CASCADES"
"1266","REACTOME-ACTIVATION-OF-BH3-ONLY-PROTEINS"
"1267","REACTOME-GLUCOSE-METABOLISM"
"1268","REACTOME-RNA-POL-III-CHAIN-ELONGATION"
"1269","REACTOME-VOLTAGE-GATED-POTASSIUM-CHANNELS"
"1270","REACTOME-ADAPTIVE-IMMUNE-SYSTEM"
"1271","REACTOME-NOD1-2-SIGNALING-PATHWAY"
"1272","REACTOME-CYTOKINE-SIGNALING-IN-IMMUNE-SYSTEM"
"1273","REACTOME-MEIOTIC-SYNAPSIS"
"1274","REACTOME-ANTIGEN-PRESENTATION-FOLDING-ASSEMBLY-AND-PEPTIDE-LOADING-OF-CLASS-I-MHC"
"1275","REACTOME-THE-NLRP3-INFLAMMASOME"
"1276","REACTOME-CLASS-I-MHC-MEDIATED-ANTIGEN-PROCESSING-PRESENTATION"
"1277","REACTOME-NONSENSE-MEDIATED-DECAY-ENHANCED-BY-THE-EXON-JUNCTION-COMPLEX"
"1278","REACTOME-PIP3-ACTIVATES-AKT-SIGNALING"
"1279","REACTOME-ANTIGEN-PROCESSING-UBIQUITINATION-PROTEASOME-DEGRADATION"
"1280","REACTOME-TANDEM-PORE-DOMAIN-POTASSIUM-CHANNELS"
"1281","REACTOME-INFLAMMASOMES"
"1282","REACTOME-POTASSIUM-CHANNELS"
"1283","REACTOME-NUCLEOTIDE-BINDING-DOMAIN-LEUCINE-RICH-REPEAT-CONTAINING-RECEPTOR-NLR-SIGNALING-PATHWAYS"
"1284","REACTOME-INWARDLY-RECTIFYING-K-CHANNELS"
"1285","REACTOME-AMYLOIDS"
"1286","REACTOME-PACKAGING-OF-TELOMERE-ENDS"
"1287","REACTOME-TELOMERE-MAINTENANCE"
"1288","REACTOME-PLATELET-ACTIVATION-SIGNALING-AND-AGGREGATION"
"1289","REACTOME-REMOVAL-OF-THE-FLAP-INTERMEDIATE-FROM-THE-C-STRAND"
"1290","REACTOME-CREATION-OF-C4-AND-C2-ACTIVATORS"
"1291","REACTOME-APC-CDC20-MEDIATED-DEGRADATION-OF-NEK2A"
"1292","REACTOME-INITIAL-TRIGGERING-OF-COMPLEMENT"
"1293","REACTOME-EXTENSION-OF-TELOMERES"
"1294","REACTOME-G2-M-CHECKPOINTS"
"1295","REACTOME-G2-M-DNA-DAMAGE-CHECKPOINT"
"1296","REACTOME-S-PHASE"
"1297","REACTOME-SCFSKP2-MEDIATED-DEGRADATION-OF-P27-P21"
"1298","REACTOME-TRYPTOPHAN-CATABOLISM"
"1299","REACTOME-DNA-STRAND-ELONGATION"
"1300","REACTOME-RESOLUTION-OF-AP-SITES-VIA-THE-SINGLE-NUCLEOTIDE-REPLACEMENT-PATHWAY"
"1301","REACTOME-FGFR-LIGAND-BINDING-AND-ACTIVATION"
"1302","REACTOME-CHOLESTEROL-BIOSYNTHESIS"
"1303","REACTOME-APOBEC3G-MEDIATED-RESISTANCE-TO-HIV1-INFECTION"
"1304","REACTOME-GAP-JUNCTION-TRAFFICKING"
"1305","REACTOME-FGFR2C-LIGAND-BINDING-AND-ACTIVATION"
"1306","REACTOME-METABOLISM-OF-PORPHYRINS"
"1307","REACTOME-FGFR4-LIGAND-BINDING-AND-ACTIVATION"
"1308","REACTOME-VIF-MEDIATED-DEGRADATION-OF-APOBEC3G"
"1309","REACTOME-SIGNALING-BY-FGFR"
"1310","REACTOME-DIGESTION-OF-DIETARY-CARBOHYDRATE"
"1311","REACTOME-FGFR1-LIGAND-BINDING-AND-ACTIVATION"
"1312","REACTOME-GAP-JUNCTION-ASSEMBLY"
"1313","REACTOME-SYNTHESIS-OF-GLYCOSYLPHOSPHATIDYLINOSITOL-GPI"
"1314","REACTOME-RNA-POL-I-TRANSCRIPTION-INITIATION"
"1315","REACTOME-PYRIMIDINE-METABOLISM"
"1316","REACTOME-INTRINSIC-PATHWAY-FOR-APOPTOSIS"
"1317","REACTOME-PI3K-CASCADE"
"1318","REACTOME-APOPTOTIC-EXECUTION-PHASE"
"1319","REACTOME-SHC-RELATED-EVENTS"
"1320","NAKAMURA-CANCER-MICROENVIRONMENT-UP"
"1321","NAKAMURA-CANCER-MICROENVIRONMENT-DN"
"1322","WEST-ADRENOCORTICAL-TUMOR-MARKERS-UP"
"1323","WEST-ADRENOCORTICAL-TUMOR-MARKERS-DN"
"1324","WINTER-HYPOXIA-UP"
"1325","WINTER-HYPOXIA-DN"
"1326","PARENT-MTOR-SIGNALING-UP"
"1327","PARENT-MTOR-SIGNALING-DN"
"1328","PYEON-HPV-POSITIVE-TUMORS-UP"
"1329","PYEON-HPV-POSITIVE-TUMORS-DN"
"1330","NAKAMURA-TUMOR-ZONE-PERIPHERAL-VS-CENTRAL-UP"
"1331","NAKAMURA-TUMOR-ZONE-PERIPHERAL-VS-CENTRAL-DN"
"1332","PICCALUGA-ANGIOIMMUNOBLASTIC-LYMPHOMA-UP"
"1333","PICCALUGA-ANGIOIMMUNOBLASTIC-LYMPHOMA-DN"
"1334","LU-TUMOR-VASCULATURE-UP"
"1335","LU-TUMOR-VASCULATURE-DN"
"1336","KORKOLA-EMBRYONAL-CARCINOMA-UP"
"1337","KORKOLA-EMBRYONAL-CARCINOMA-DN"
"1338","KORKOLA-TERATOMA-UP"
"1339","KORKOLA-YOLK-SAC-TUMOR-UP"
"1340","KORKOLA-CHORIOCARCINOMA-UP"
"1341","KORKOLA-CHORIOCARCINOMA-DN"
"1342","KORKOLA-SEMINOMA-UP"
"1343","KORKOLA-SEMINOMA-DN"
"1344","WATANABE-RECTAL-CANCER-RADIOTHERAPY-RESPONSIVE-UP"
"1345","WATANABE-RECTAL-CANCER-RADIOTHERAPY-RESPONSIVE-DN"
"1346","HOLLMANN-APOPTOSIS-VIA-CD40-UP"
"1347","HOLLMANN-APOPTOSIS-VIA-CD40-DN"
"1348","LIU-PROSTATE-CANCER-UP"
"1349","LIU-PROSTATE-CANCER-DN"
"1350","LIU-SOX4-TARGETS-UP"
"1351","LIU-SOX4-TARGETS-DN"
"1352","ONKEN-UVEAL-MELANOMA-UP"
"1353","ONKEN-UVEAL-MELANOMA-DN"
"1354","BERTUCCI-MEDULLARY-VS-DUCTAL-BREAST-CANCER-UP"
"1355","BERTUCCI-MEDULLARY-VS-DUCTAL-BREAST-CANCER-DN"
"1356","SCHUETZ-BREAST-CANCER-DUCTAL-INVASIVE-UP"
"1357","SCHUETZ-BREAST-CANCER-DUCTAL-INVASIVE-DN"
"1358","DAVICIONI-PAX-FOXO1-SIGNATURE-IN-ARMS-UP"
"1359","DAVICIONI-PAX-FOXO1-SIGNATURE-IN-ARMS-DN"
"1360","FOURNIER-ACINAR-DEVELOPMENT-EARLY-UP"
"1361","FOURNIER-ACINAR-DEVELOPMENT-EARLY-DN"
"1362","FOURNIER-ACINAR-DEVELOPMENT-LATE-UP"
"1363","FOURNIER-ACINAR-DEVELOPMENT-LATE-DN"
"1364","NAM-FXYD5-TARGETS-DN"
"1365","FRASOR-TAMOXIFEN-RESPONSE-UP"
"1366","FRASOR-TAMOXIFEN-RESPONSE-DN"
"1367","KIM-RESPONSE-TO-TSA-AND-DECITABINE-UP"
"1368","KIM-RESPONSE-TO-TSA-AND-DECITABINE-DN"
"1369","SENGUPTA-NASOPHARYNGEAL-CARCINOMA-UP"
"1370","SENGUPTA-NASOPHARYNGEAL-CARCINOMA-DN"
"1371","WATANABE-COLON-CANCER-MSI-VS-MSS-UP"
"1372","WATANABE-COLON-CANCER-MSI-VS-MSS-DN"
"1373","KOBAYASHI-EGFR-SIGNALING-6HR-UP"
"1374","KOBAYASHI-EGFR-SIGNALING-6HR-DN"
"1375","SOTIRIOU-BREAST-CANCER-GRADE-1-VS-3-UP"
"1376","SOTIRIOU-BREAST-CANCER-GRADE-1-VS-3-DN"
"1377","GAZDA-DIAMOND-BLACKFAN-ANEMIA-ERYTHROID-UP"
"1378","GAZDA-DIAMOND-BLACKFAN-ANEMIA-ERYTHROID-DN"
"1379","GAZDA-DIAMOND-BLACKFAN-ANEMIA-MYELOID-UP"
"1380","GAZDA-DIAMOND-BLACKFAN-ANEMIA-MYELOID-DN"
"1381","GAZDA-DIAMOND-BLACKFAN-ANEMIA-PROGENITOR-UP"
"1382","GAZDA-DIAMOND-BLACKFAN-ANEMIA-PROGENITOR-DN"
"1383","CHEMNITZ-RESPONSE-TO-PROSTAGLANDIN-E2-UP"
"1384","CHEMNITZ-RESPONSE-TO-PROSTAGLANDIN-E2-DN"
"1385","ZERBINI-RESPONSE-TO-SULINDAC-UP"
"1386","ZERBINI-RESPONSE-TO-SULINDAC-DN"
"1387","IGARASHI-ATF4-TARGETS-UP"
"1388","IGARASHI-ATF4-TARGETS-DN"
"1389","ZHONG-RESPONSE-TO-AZACITIDINE-AND-TSA-UP"
"1390","ZHONG-RESPONSE-TO-AZACITIDINE-AND-TSA-DN"
"1391","DAVICIONI-MOLECULAR-ARMS-VS-ERMS-UP"
"1392","DAVICIONI-MOLECULAR-ARMS-VS-ERMS-DN"
"1393","DAVICIONI-TARGETS-OF-PAX-FOXO1-FUSIONS-UP"
"1394","DAVICIONI-TARGETS-OF-PAX-FOXO1-FUSIONS-DN"
"1395","DAVICIONI-RHABDOMYOSARCOMA-PAX-FOXO1-FUSION-UP"
"1396","DAVICIONI-RHABDOMYOSARCOMA-PAX-FOXO1-FUSION-DN"
"1397","SENGUPTA-NASOPHARYNGEAL-CARCINOMA-WITH-LMP1-UP"
"1398","SENGUPTA-NASOPHARYNGEAL-CARCINOMA-WITH-LMP1-DN"
"1399","TURASHVILI-BREAST-NORMAL-DUCTAL-VS-LOBULAR-UP"
"1400","TURASHVILI-BREAST-NORMAL-DUCTAL-VS-LOBULAR-DN"
"1401","TURASHVILI-BREAST-DUCTAL-CARCINOMA-VS-DUCTAL-NORMAL-UP"
"1402","TURASHVILI-BREAST-DUCTAL-CARCINOMA-VS-DUCTAL-NORMAL-DN"
"1403","TURASHVILI-BREAST-DUCTAL-CARCINOMA-VS-LOBULAR-NORMAL-UP"
"1404","TURASHVILI-BREAST-DUCTAL-CARCINOMA-VS-LOBULAR-NORMAL-DN"
"1405","TURASHVILI-BREAST-CARCINOMA-DUCTAL-VS-LOBULAR-UP"
"1406","TURASHVILI-BREAST-CARCINOMA-DUCTAL-VS-LOBULAR-DN"
"1407","TURASHVILI-BREAST-LOBULAR-CARCINOMA-VS-DUCTAL-NORMAL-UP"
"1408","TURASHVILI-BREAST-LOBULAR-CARCINOMA-VS-DUCTAL-NORMAL-DN"
"1409","TURASHVILI-BREAST-LOBULAR-CARCINOMA-VS-LOBULAR-NORMAL-UP"
"1410","TURASHVILI-BREAST-LOBULAR-CARCINOMA-VS-LOBULAR-NORMAL-DN"
"1411","CHANDRAN-METASTASIS-TOP50-UP"
"1412","CHANDRAN-METASTASIS-TOP50-DN"
"1413","WILCOX-RESPONSE-TO-PROGESTERONE-UP"
"1414","WILCOX-RESPONSE-TO-PROGESTERONE-DN"
"1415","FULCHER-INFLAMMATORY-RESPONSE-LECTIN-VS-LPS-UP"
"1416","FULCHER-INFLAMMATORY-RESPONSE-LECTIN-VS-LPS-DN"
"1417","GARY-CD5-TARGETS-UP"
"1418","GARY-CD5-TARGETS-DN"
"1419","ZHOU-INFLAMMATORY-RESPONSE-LIVE-UP"
"1420","ZHOU-INFLAMMATORY-RESPONSE-LIVE-DN"
"1421","SAMOLS-TARGETS-OF-KHSV-MIRNAS-UP"
"1422","SAMOLS-TARGETS-OF-KHSV-MIRNAS-DN"
"1423","HOOI-ST7-TARGETS-UP"
"1424","HOOI-ST7-TARGETS-DN"
"1425","PRAMOONJAGO-SOX4-TARGETS-UP"
"1426","PRAMOONJAGO-SOX4-TARGETS-DN"
"1427","PUIFFE-INVASION-INHIBITED-BY-ASCITES-UP"
"1428","PUIFFE-INVASION-INHIBITED-BY-ASCITES-DN"
"1429","PIEPOLI-LGI1-TARGETS-UP"
"1430","PIEPOLI-LGI1-TARGETS-DN"
"1431","THUM-SYSTOLIC-HEART-FAILURE-UP"
"1432","THUM-SYSTOLIC-HEART-FAILURE-DN"
"1433","CASORELLI-ACUTE-PROMYELOCYTIC-LEUKEMIA-UP"
"1434","CASORELLI-ACUTE-PROMYELOCYTIC-LEUKEMIA-DN"
"1435","CORRE-MULTIPLE-MYELOMA-UP"
"1436","CORRE-MULTIPLE-MYELOMA-DN"
"1437","HUTTMANN-B-CLL-POOR-SURVIVAL-UP"
"1438","HUTTMANN-B-CLL-POOR-SURVIVAL-DN"
"1439","DIAZ-CHRONIC-MEYLOGENOUS-LEUKEMIA-UP"
"1440","DIAZ-CHRONIC-MEYLOGENOUS-LEUKEMIA-DN"
"1441","CASORELLI-APL-SECONDARY-VS-DE-NOVO-UP"
"1442","CASORELLI-APL-SECONDARY-VS-DE-NOVO-DN"
"1443","DEURIG-T-CELL-PROLYMPHOCYTIC-LEUKEMIA-UP"
"1444","DEURIG-T-CELL-PROLYMPHOCYTIC-LEUKEMIA-DN"
"1445","LIU-CMYB-TARGETS-UP"
"1446","LIU-CMYB-TARGETS-DN"
"1447","LIU-VMYB-TARGETS-UP"
"1448","LIU-TARGETS-OF-VMYB-VS-CMYB-UP"
"1449","LIU-TARGETS-OF-VMYB-VS-CMYB-DN"
"1450","CHARAFE-BREAST-CANCER-LUMINAL-VS-BASAL-UP"
"1451","CHARAFE-BREAST-CANCER-LUMINAL-VS-BASAL-DN"
"1452","CHARAFE-BREAST-CANCER-LUMINAL-VS-MESENCHYMAL-UP"
"1453","CHARAFE-BREAST-CANCER-LUMINAL-VS-MESENCHYMAL-DN"
"1454","CHARAFE-BREAST-CANCER-BASAL-VS-MESENCHYMAL-UP"
"1455","CHARAFE-BREAST-CANCER-BASAL-VS-MESENCHYMAL-DN"
"1456","DOANE-BREAST-CANCER-CLASSES-UP"
"1457","DOANE-BREAST-CANCER-CLASSES-DN"
"1458","DOANE-RESPONSE-TO-ANDROGEN-UP"
"1459","DOANE-RESPONSE-TO-ANDROGEN-DN"
"1460","DOANE-BREAST-CANCER-ESR1-UP"
"1461","DOANE-BREAST-CANCER-ESR1-DN"
"1462","WANG-RESPONSE-TO-ANDROGEN-UP"
"1463","WANG-RESPONSE-TO-FORSKOLIN-UP"
"1464","WANG-RESPONSE-TO-FORSKOLIN-DN"
"1465","TIMOFEEVA-GROWTH-STRESS-VIA-STAT1-DN"
"1466","LAIHO-COLORECTAL-CANCER-SERRATED-UP"
"1467","LAIHO-COLORECTAL-CANCER-SERRATED-DN"
"1468","BORCZUK-MALIGNANT-MESOTHELIOMA-UP"
"1469","BORCZUK-MALIGNANT-MESOTHELIOMA-DN"
"1470","ROY-WOUND-BLOOD-VESSEL-UP"
"1471","ROY-WOUND-BLOOD-VESSEL-DN"
"1472","GRABARCZYK-BCL11B-TARGETS-UP"
"1473","GRABARCZYK-BCL11B-TARGETS-DN"
"1474","NEWMAN-ERCC6-TARGETS-UP"
"1475","NEWMAN-ERCC6-TARGETS-DN"
"1476","HORIUCHI-WTAP-TARGETS-UP"
"1477","HORIUCHI-WTAP-TARGETS-DN"
"1478","GAL-LEUKEMIC-STEM-CELL-UP"
"1479","GAL-LEUKEMIC-STEM-CELL-DN"
"1480","CHOI-ATL-CHRONIC-VS-ACUTE-DN"
"1481","BASAKI-YBX1-TARGETS-UP"
"1482","BASAKI-YBX1-TARGETS-DN"
"1483","NOJIMA-SFRP2-TARGETS-UP"
"1484","NOJIMA-SFRP2-TARGETS-DN"
"1485","WIKMAN-ASBESTOS-LUNG-CANCER-UP"
"1486","WIKMAN-ASBESTOS-LUNG-CANCER-DN"
"1487","RODRIGUES-DCC-TARGETS-UP"
"1488","RODRIGUES-DCC-TARGETS-DN"
"1489","RODRIGUES-NTN1-TARGETS-UP"
"1490","RODRIGUES-NTN1-TARGETS-DN"
"1491","WANG-LMO4-TARGETS-UP"
"1492","WANG-LMO4-TARGETS-DN"
"1493","WANG-CLIM2-TARGETS-UP"
"1494","WANG-CLIM2-TARGETS-DN"
"1495","VECCHI-GASTRIC-CANCER-ADVANCED-VS-EARLY-UP"
"1496","VECCHI-GASTRIC-CANCER-ADVANCED-VS-EARLY-DN"
"1497","VECCHI-GASTRIC-CANCER-EARLY-UP"
"1498","VECCHI-GASTRIC-CANCER-EARLY-DN"
"1499","BARRIER-COLON-CANCER-RECURRENCE-UP"
"1500","BARRIER-COLON-CANCER-RECURRENCE-DN"
"1501","SMIRNOV-CIRCULATING-ENDOTHELIOCYTES-IN-CANCER-UP"
"1502","SMIRNOV-CIRCULATING-ENDOTHELIOCYTES-IN-CANCER-DN"
"1503","SLEBOS-HEAD-AND-NECK-CANCER-WITH-HPV-UP"
"1504","JAEGER-METASTASIS-UP"
"1505","JAEGER-METASTASIS-DN"
"1506","OSMAN-BLADDER-CANCER-UP"
"1507","OSMAN-BLADDER-CANCER-DN"
"1508","GINESTIER-BREAST-CANCER-ZNF217-AMPLIFIED-UP"
"1509","GINESTIER-BREAST-CANCER-ZNF217-AMPLIFIED-DN"
"1510","GINESTIER-BREAST-CANCER-20Q13-AMPLIFICATION-UP"
"1511","GINESTIER-BREAST-CANCER-20Q13-AMPLIFICATION-DN"
"1512","OSWALD-HEMATOPOIETIC-STEM-CELL-IN-COLLAGEN-GEL-UP"
"1513","OSWALD-HEMATOPOIETIC-STEM-CELL-IN-COLLAGEN-GEL-DN"
"1514","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-YELLOW-UP"
"1515","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-YELLOW-DN"
"1516","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-TURQUOISE-UP"
"1517","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-TURQUOISE-DN"
"1518","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-RED-UP"
"1519","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-RED-DN"
"1520","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-MAGENTA-UP"
"1521","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-MAGENTA-DN"
"1522","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-LIGHTYELLOW-UP"
"1523","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-LIGHTYELLOW-DN"
"1524","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-GREEN-UP"
"1525","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-GREEN-DN"
"1526","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-BLUE-UP"
"1527","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-BLUE-DN"
"1528","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-BLACK-UP"
"1529","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-BLACK-DN"
"1530","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-GREY-UP"
"1531","GARGALOVIC-RESPONSE-TO-OXIDIZED-PHOSPHOLIPIDS-GREY-DN"
"1532","RUNNE-GENDER-EFFECT-UP"
"1533","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-6HR-UP"
"1534","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-6HR-DN"
"1535","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-3D-UP"
"1536","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-3D-DN"
"1537","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-8D-UP"
"1538","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-8D-DN"
"1539","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-10D-UP"
"1540","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-10D-DN"
"1541","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-16D-UP"
"1542","TAKEDA-TARGETS-OF-NUP98-HOXA9-FUSION-16D-DN"
"1543","LOPEZ-MESOTELIOMA-SURVIVAL-TIME-UP"
"1544","LOPEZ-MESOTELIOMA-SURVIVAL-TIME-DN"
"1545","BOGNI-TREATMENT-RELATED-MYELOID-LEUKEMIA-UP"
"1546","BOGNI-TREATMENT-RELATED-MYELOID-LEUKEMIA-DN"
"1547","BILBAN-B-CLL-LPL-UP"
"1548","BILBAN-B-CLL-LPL-DN"
"1549","HOEBEKE-LYMPHOID-STEM-CELL-UP"
"1550","HOEBEKE-LYMPHOID-STEM-CELL-DN"
"1551","PEPPER-CHRONIC-LYMPHOCYTIC-LEUKEMIA-UP"
"1552","PEPPER-CHRONIC-LYMPHOCYTIC-LEUKEMIA-DN"
"1553","AKL-HTLV1-INFECTION-UP"
"1554","AKL-HTLV1-INFECTION-DN"
"1555","RHEIN-ALL-GLUCOCORTICOID-THERAPY-UP"
"1556","RHEIN-ALL-GLUCOCORTICOID-THERAPY-DN"
"1557","MULLIGHAN-NPM1-MUTATED-SIGNATURE-1-UP"
"1558","MULLIGHAN-NPM1-MUTATED-SIGNATURE-1-DN"
"1559","MULLIGHAN-NPM1-MUTATED-SIGNATURE-2-UP"
"1560","MULLIGHAN-NPM1-MUTATED-SIGNATURE-2-DN"
"1561","MULLIGHAN-MLL-SIGNATURE-1-UP"
"1562","MULLIGHAN-MLL-SIGNATURE-1-DN"
"1563","MULLIGHAN-MLL-SIGNATURE-2-UP"
"1564","MULLIGHAN-MLL-SIGNATURE-2-DN"
"1565","MULLIGHAN-NPM1-SIGNATURE-3-UP"
"1566","MULLIGHAN-NPM1-SIGNATURE-3-DN"
"1567","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-SUSTAINED-IN-GRANULOCYTE-UP"
"1568","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-SUSTAINED-IN-GRANULOCYTE-DN"
"1569","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-HSC-UP"
"1570","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-HSC-DN"
"1571","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-GRANULOCYTE-UP"
"1572","TONKS-TARGETS-OF-RUNX1-RUNX1T1-FUSION-GRANULOCYTE-DN"
